,Unnamed: 0,pageid,title,category,label,language,text,links
907,907.0,262569,Kütleçekimsel mikromercekleme,Bilim,0,tr,"Kütleçekimsel mikromercekleme gezegen saptamak için kullanılan gökbilimsel bir yöntemdir. Genelde, gökbilimciler ışık salan (yıldız) veya ışık kaynağının önünde bulunan nesneleri (gaz ve toz bulutu) saptarlar. Ancak bu nesneler, gökadaların toplam kütlelerinin çok küçük bir oranına eşdeğerdir. Mikromercekleme yöntemi, çok az veya hiç ışık salmayan nesnelerin saptanmasına olanak tanır.","[13246, 735, 28135, 64464, 8746]"
908,908.0,2838418,Lav gezegeni,Bilim,0,tr,"Lav gezegeni, yüzeyinin büyük kısmı veya tamamı lavla kaplanmış kuramsal bir yerbenzeri gezegen türüdür. Bu tür gezegenler; oluşumundan hemen sonra büyük bir çarpışma yaşamış, veya yıldızına çok yakın bir yörüngede dönerek yoğun radyasyon ve gelgit kuvvetlerine maruz kalmış yerbenzeri gezegenlerden oluşur.


== Kaynakça ==","[317526, 73163, 28135, 1120380]"
909,909.0,2313567,Lincoln Near-Earth Asteroid Research,Bilim,0,tr,"Lincoln Near-Earth Asteroid Research (LINEAR), ABD Hava Kuvvetleri, NASA ve MIT'nin Lincoln Laboratuvarı'nın Dünya'ya yakın cisimlerin tespit ve izlenmesi için yaptığı bir işbirliği projesidir. LINEAR, 1998 yılındaki asteroid bulgularının çoğundan sorumlu olup 2005 yılında bu görevi Catalina Sky Survey'e devretti. LINEAR, 15 Eylül 2011 tarihi itibarıyla 2.423'ü Dünya'ya yakın asteroit ve 279'u kuyrukluyıldız olmak üzere 231.082 yeni küçük Güneş Sistemi cismi tespit etti. LINEAR programı tarafından kullanılan araçlar, New Mexico'ya bağlı Socorro yakınlarındaki White Sands Missile Range (WSMR) üzerindeki Lincoln Laboratuvaru Deneysel Test Sitesi'nde (ETS) yer almaktadır.",[]
910,910.0,108632,Maat Mons Yanardağı,Bilim,0,tr,"Maat Mons, Venüs gezegenindeki en yüksek yanardağdır. Volkanik dağ, ana gezegen çapından 8 km (5 mil) yukarıda, 0.9° K 194.5° D koordinatlarındadır. Adını Antik Mısır mitolojisi'nde adalet ve doğruluk tanrısı ""Maàt""tan almaktadır.","[1911, 3618, 59110, 29103]"
911,911.0,1297788,Mars merkezli yörünge,Bilim,0,tr,"Mars merkezli yörünge (Areocentric orbit), Mars’ın doğal uyduları veya Mars çevresinde dönen yapay uydular gibi Mars’ı merkez alan yörüngelerdir. Astronomide bir cismin yörüngesinin Mars etrafında olduğunu ifade eder.","[1562, 1562, 422198, 1562, 735, 1562]"
912,912.0,221857,Mavi dev,Bilim,0,tr,"Kırmızı devlerden farkı çok yüksek sıcaklığa sahip olmalarıdır. Mavi devlerin yüzey sıcaklıkları çok daha yüksektir. Spica yıldızının yüzey sıcaklıkları güneşin 30 mislini aşan, 200 bin dereceye ulaşan yıldızlar da vardır.","[215851, 1681716, 8967, 28135]"
913,913.0,2834940,Medea hipotezi,Bilim,0,tr,"Medea hipotezi, paleontolojist Peter Ward tarafından bir süperorganizma olarak anlaşılan çok hücreli yaşamın intihara meyilli olduğu şeklindeki Gaian hipotezine karşı bulunan bir terimdir. Bu görüşe göre, mikrobiyal olarak tetiklenen kitlesel yok oluşlar, Dünya'yı tarihinin büyük bir bölümünde mikrobiyal ağırlıklı duruma döndürme girişimleridir. Metafor, kendi çocuklarını (çok hücreli yaşam) öldüren mitolojik Medea'yı (Dünyayı temsil eden) ifade eder.
Geçmişteki ""intihar girişimleri"" şunları içerir:

3,5 milyar yıl önce metan zehirlenmesi
2.45 milyar yıl önceki oksijen felaketi
Kartopu dünya, iki kez, 2.4–2.1 milyar yıl önce ve 790–630 milyon yıl önce
Permiyen-Triyas yok oluşu gibi en az beş tane varsayılan hidrojen sülfür kaynaklı toplu yok oluş, 252,28 milyon yıl önce","[13403, 2739392, 106788, 1215259, 2739376, 194287]"
914,914.0,876285,Meridyen (astronomi),Bilim,0,tr,"Gökbiliminde meridyen, gökküre üzerindeki hayali bir çemberdir. Meridyen, ufukta kuzey noktasından başlayıp gök kutbu üzerinden zenit noktasına, oradan ufukta güney noktası üzerinden nadir'e ulaşır ve ufuk düzlemine diktir.Meridyen yerel olarak ufka göre sabitlenmiş olduğundan dolayı, dünya döndükçe yıldızlar meridyene göre hareket ediyor gibi görünürler. Eğer bir gök cisminin sağ açıklığını ve yerel yıldız zamanını biliyorsanız, söz konusu cismin meridyeni ne zaman geçeceğini veya ne zaman meridyen üzerinde bulunacağını hesaplayabilirsiniz.Meridyenin ufuk üstünde kalan kısmına üst meridyen, ufuk altında kalan kısmına ise alt meridyen denir.","[755031, 37671, 533851, 1629220, 308367, 1360617, 1397464, 533610, 908037, 533851]"
915,915.0,2938026,Merkür geçişi,Bilim,0,tr,"Merkür geçişi ya da Merkür transiti, Merkür'ün belirli aralıklarla Güneş'in önünden geçmesiyle gerçekleşen astronomik olay. Bu geçiş gerçekleşirken Merkür, Güneş'in üstündeki siyah bir nokta gibi görünür.


== Galeri ==","[4288, 8967]"
916,916.0,262277,Metallik,Bilim,0,tr,"Gökbilim ve fiziksel kozmolojide, bir nesnenin metal bolluğu (Z) , özdeğinin hidrojen (X) ve helyum (Y) dışında içerdiği kimyasal elementlerin oranıdır. Evrenin en büyük ölçekteki nesnelerinin büyük oranda bu iki elementi içermesi nedeniyle, gökbilimciler helyumdan daha ağır her elementi ""metal"" olarak belirtmektedirler. Örneğin karbon zengini bir bulutsu bile, her ne kadar karbon metal olmasa da, bu koşullarda ""metal zengini"" olarak belirtilmektedir. Örneğin Güneş'in metal bolluğu (Z) 0.02'dir. Bu, Güneş kütlesinin %2'sinin Helyum'dan daha ağır elementlerden oluştuğu anlamına gelir.
Yıldızın içeriğini basit bir şekilde X, Y, Z parametreleri ile tanımlarsak; X Hidrojen yüzdesi, Y Helyum yüzdesi ve Z diğer kimyasal elementlerin yüzdesini gösterir ve şu şekilde gösterilebilir:

  
    
      
        X
        +
        Y
        +
        Z
        =
        1.00
      
    
    {\displaystyle X+Y+Z=1.00}
  
Yıldızlar, metal bolluklarına göre Popülasyon I, II ve III olmak üzere sınıflandırılmışlardır. Popülasyon I yıldızları, ilk keşfedilen yıldızlar olup, metal bolluğu en fazla olan gruptur.


== Kaynakça ==","[735, 1144424, 4512, 9846, 23479, 13774, 42727]"
917,917.0,105012,Meteor yağmuru,Bilim,0,tr,"Meteor yağmuru, bir miktar meteorun gece gökyüzündeki bir noktadan ortaya çıkarak ışık yaydığı gözlemlenen göksel bir olaydır.
Meteorların çoğu bir kum tanesinden daha küçüktür, bu nedenle neredeyse tamamı parçalanır ve Dünya'nın yüzeyine asla çarpmaz. Buna karşılık, ağırlığı tonları bulan bazı meteorlar da vardır. Meteorların çoğu dünyanın atmosferinden geçerken ısının etkisiyle tamamen yok olur. Sadece büyük meteor parçaları dünyaya ulaşabilir. Çok yoğun veya olağandışı meteor yağmurları, özellikle Leonidler olmak üzere saatte en az 1.000 göktaşı üreten meteor patlamaları ve meteor fırtınaları olarak bilinir.Bilim insanları her gün ve gece binlerce meteorun düştüğüne inanmaktadırlar. Ancak dünya yüzeyinin büyük bir bölümü suyla kaplı olduğundan dünyaya kadar ulaşabilen meteorların çoğu okyanuslara ve göllere düşerler.
Meteorlar gökyüzünde tek ve belirli bir yönde hareket halinde görülebilir. Fakat genellikle binlerce meteor bir aradadır. Dünya, güneşin çevresinde turunu yaparken bu meteor gruplarına yaklaşabilir. Atmosferin üst tabakalarına temasla çok kızışan meteorlar da bize bir ""meteor yağmuru"" görünümü verir.",[8773]
918,918.0,1537627,Meton döngüsü,Bilim,0,tr,Meton döngüsü adını Atinalı Meton'dan alan 19 güneş yılının 235 Ay döngüsüne (iki ardışık yeni Ay arasında geçen süre) veya 254 sidereal Ay döngüsüne (sabit bir yıldız konumuna bağlantılı olarak Ay'ın aynı konumu tekrar almasına kadar geçen süre) eşit olduğu döngüdür. Meton döngüsü güneş yılıyla lunar ay arasındaki ilişkiyi tanımlar. Yunan gök bilimci Meton Atina'daki Akropolis'in yakınlarında bulunan Pnyx (Pıniks) tepesinde M.Ö. 432 yılında yaptığı gözlemlerinin sonuçlarından yola çıkarak daha sonra Meton döngüsü olarak adlandırılan hesaplamaları yapmıştır.,"[8422, 1530986, 261573, 307296, 2754959]"
919,919.0,2935544,Mini-Neptün,Bilim,0,tr,"Mini-Neptün (ayrıca gaz cücesi olarak da bilinir), kalın bir hidrojen–helyum atmosferi ve muhtemelen derin buz katmanları, kaya veya sıvı okyanusuyla (su, amonyak, her ikisinin karışımı veya daha ağır uçucu maddelerden oluşan) Neptün'e benzeyen fakat Neptün'den daha az kütleli bir gezegendir.
Bir gaz cücesi; kalın bir hidrojen, helyum ve diğer uçucu maddelerden oluşan ve sonuç olarak toplam yarıçapı 1,7 ile 3,9 Dünya yarıçapı (R⊕) olan, kayalık bir çekirdeğe sahip gaz gezegenidir. Bu terim, kısa dönemli ötegezegenler için üç aşamalı, metallik temelli bir sınıflandırma sisteminde kullanılır. Aynı zamanda 1,7 R⊕'den daha küçük, kayalık ve yerbenzeri gezegenler ile 3,9 R⊕'den büyük gezegenleri, yani buz devleri ve gaz devlerini de içerir.


== Kaynakça ==","[4512, 9846, 13448, 15751, 178526, 2398559, 6011, 13246, 2812140, 206895, 13801, 73170, 684332, 262277, 73163, 2934952, 73170]"
920,920.0,486201,Moleküler bulut,Bilim,0,tr,"Moleküler bulut, yoğunluğu ve boyutu özellikle moleküler hidrojen (H2) olmak üzere, moleküllerin oluşumuna olanak tanıyan bir çeşit yıldızlararası buluttur.
Moleküler hidrojeni kızılötesi ve radyo dalgası gözlemleriyle fark etmek zordur ancak H2'nin varlığını anlamak için aranan CO'dur (karbon monoksit). CO parlaklığı ile H2 kütlesi arasındaki oranın sabit olduğu düşünülür ancak diğer galaksilerin gözlemlenmesinde bu varsayımın doğruluğundan şüphelenilecek bulugulara rastlanmıştır.","[4512, 2296116, 36739, 262259, 26333]"
921,921.0,2522159,Mu Arae,Bilim,0,tr,"Mu Arae (μ Arae, Mu Ara, μ Ara), resmî belirtmesi HD 160691 veya Cervantes, Sunak takımyıldızında bulunan bir yıldızdır. Dünyadan 50 ışık yılı uzaklıkta yer almakta olup Jüpiter ile karşılaştırılabilir kütleleri olan dört bilinen gezegenden oluşan bir gezegen sistemine sahiptir. Sistemin en iç gezegeni keşfedilen ilk Sıcak Neptün veya Süper Dünya idi.","[101857, 28135, 13801, 7033, 13246, 2315926, 1422471, 1393960, 818283]"
922,922.0,851443,Mutlak parlaklık,Bilim,0,tr,"Mutlak parlaklık veya mutlak kadir, bir nesnenin olağan aydınlama gücü mesafesinde bulunduğunda sahip olduğu görünür parlaklıktır. Nesnelerin parlaklıklarını mesafeden bağımsız olarak değerlendirmeye olanak tanır.",[88068]
923,923.0,1360617,Nadir (astronomi),Bilim,0,tr,"Nadir ya da Ayakucu Noktası (Arapça: نظير / naẓīr; ""karşıt"" anlamında) belirli bir yerde, yatay yüzeye dik olarak, bulunan yerin tam olarak aşağısını gösteren yöndür. Aşağı kavramının kendisi tam olarak belirli olmadığından, bilim insanları nadiri kesin terimlerle tanımlamışlardır. Özellikle astronomi, jeoloji ve diğer ilgili bilim dallarında (meteoroloji gibi) nadir, belirli bir yerdeki yerçekimi kuvveti yönüne işaret eden dikey yöndür. Nadirin karşıt yönü ise zenittir.
Nadir aynı zamanda, yörüngedeki bir uydunun yere dönük görüntüleme geometrisine verilen addır. Genel olarak yer atmosferinin uzaktan algılanması veya bir astronotun uzay yürüşü sırasında yüzünün Yer'e doğru dönük olması, tanımı karşılamaktadır.

Kelime aynı zamanda sık karşılaşılmayan bir durum veya nesneyi açıklamak için de kullanılmaktadır.Nadir, bir gök cisminin görünen yörüngesinde ulaştığı en alçak noktayı tanımlamak için de kullanılmaktadır.","[18191, 735, 663, 13352, 9557, 308367, 422198, 27073, 91165, 13801]"
924,924.0,486189,Nebula hipotezi,Bilim,0,tr,"Kozmogonide nebula hipotezi Güneş Sistemi'nin oluşumu ve evrimini açıkladığı kabul gören varsayımdır. İlk olarak 1734 yılında Emanuel Swedenborg tarafından öne sürülmüştür.. Swedenborg'un çalışmalarını bilen Immanuel Kant 1755 yılında bu teoriyi daha da geliştirmiştir. Bulutsuların yavaşça döndüğünü, kütleçekim nedeniyle aşama aşama düzleşip, içeri çöktüğünü ve sonuçta da gezegen oluşumu denen bir süreçten geçerek yıldız ve gezegenlerin oluştuğunu öne sürmüştür. Benzer bir model de 1796 yılında Pierre-Simon Laplace tarafından şekillendirilmiştir. Bunlar evrenbilimin ilk teorilerinden sayılır.
Önceleri bu teori Güneş Sistemi için geçerli olarak görülse de teorisyenler bu gezegen sistemleri oluşumu sürecinin evrenin tamamında oluştuğuna inanmaktadırlar. Samanyolu Galaksisi'nde yaklaşık 250 gezegenin varlığı tespit edilmiştir.","[452726, 1904, 486063, 10543, 42727, 9557, 28135, 13246, 17050, 1904, 23479, 71007]"
925,925.0,261378,Neonun yanma süreci,Bilim,0,tr,"Neonun yanma süreci dev yıldızlarda gerçekleşen bir bölünüm tepkime dizisidir. Neonun yanması son derece yüksek sıcaklık ve yoğunluk koşulları gerektirmektedir (1,2×109 K ve 4×109 kg/m³ yakınları).
Bu sıcaklık düzeylerinde bazı neon çekirdekleri parçalanıp, alfa parçacıklarının ortaya çıkmasına neden olurlar:

20Ne + γ → 16O + 4HeBu alfa parçacıkları daha sonra geri dönüşüm aracılığı ile magnezyum-24 üretiminde kullanılabilirler:

20Ne + 4He → 24Mg + γVeya bir başka yaklaşım ile:

20Ne(n,γ)21Ne(4He,n)24Mg","[262641, 15753, 114447, 27197, 9425, 11226]"
926,926.0,1280600,NGC 2531,Bilim,0,tr,"NGC 2531, Yeni Genel Katalog'da yer alan fakat gerçekte var olmayan bir gökcismidir. Gökyüzünde Yengeç takımyıldızı yönünde bulunur. Fransız astronom Guillaume Bigourdan tarafından 1887 yılında 30,48 cm (12 inç) çaplı mercekli tip bir teleskopla, büyük ihtimalle başka bir nesnenin yansıması olarak keşfedilmiş ve kataloğa eklenmiştir.","[818283, 195490, 1319621, 76779, 2529876, 23899]"
927,927.0,1281179,NGC 3097,Bilim,0,tr,"NGC 3097, Amerikan astronom Edward Austin tarafından 1870 yılında 38,1 cm (15 inç) çaplı mercekli tip bir teleskopla keşfedilmiştir. NGC 3097, belirtilen konumda gerçekte var olmayan bir nesnedir.","[818283, 23899]"
928,928.0,875777,NGC 6781,Bilim,0,tr,"NGC 6781, Kartal takımyıldızı yönünde bulunan bir gezegenimsi bulutsu. John Herschel tarafından 1830 yılında keşfedilmiştir.
Helis Bulutsusu ile benzer renklere sahip parlak bir bulutsudur ve içindeki gazlar sabit olarak genişlemektedir. Merkezdeki yıldız, fotoğraflarda da görülebilen bir beyaz cücedir.","[818283, 101855, 27669, 196199, 792731, 75784]"
929,929.0,47475,Nibiru,Bilim,0,tr,"Sümerler tarafından, Nibiru, yani geçiş gezegeni ismi verilen, Babil astronomları tarafından ise Marduk, günümüz insanlarınca ise Gezegen X olarak adlandırılan gezegen olduğu iddia edilen hayali bir varlıktır.
Maya takviminin bittiği Aralık 2012 tarihini takiben Dünya'ya yakın geçiş yapacağı öne sürülmektedir. Zecharia Sitcin tarafından yapılan araştırmalara konu olmuştur. Dünyadan 4 kat daha büyük olduğu ve güneş çevresindeki turunun 3600 yıllık periyoda sahip, eliptik bir yörüngesinin olduğu bu araştırmalarda ortaya atılmıştır. Sitchin, Mısır ve Mezopotamya'daki araştırmaları esnasında eski uygarlıkların da bu gezegenden haberdar olduğunu ileri sürülmüştür.
Sümerler tanrılarına gökten gelenler diye adlandırırlardı.","[5961, 495804, 4308, 11829]"
930,930.0,823865,Nova kalıntısı,Bilim,0,tr,"Nova kalıntısı, bir nova yıldızının dev patlaması sonucunda geriye kalan malzeme veya uzakta patlayan bir novanın gaz kabarcıklarıdır. Bu genişlemenin, birkaç yüzyıllık bir ömrü ve 1000 km/sn bir hızı vardır. Nova kalıntıları, süpernova kalıntılarından veya gezegenimsi bulutsulardan daha az kütleye sahiptir.",[262690]
931,931.0,261379,Oksijenin yanma süreci,Bilim,0,tr,"Oksijenin yanma süreci, çekirdeklerinin daha hafif öğelerini kullanmış olan dev yıldızlarda gerçekleşen bir bölünüm tepkimesidir. 1.5×109 K sıcaklık ve 1010 kg/m³ yoğunlukta gerçekleşir.

Neon yanma süreci ile yıldızın merkezinde bir O-Mg kütlesi oluşur, ve neonun bitmesi kasılan bu kütle sonucunda oksijen yanması başlar. Bu yanma sürecinin sonunda, yıldız oksijenini harcar ve çoğunlukla silikondan oluşan yeni bir merkeze sahip olur.","[262641, 15753, 11226, 261378]"
932,932.0,123925,Olbers Paradoksu,Bilim,0,tr,"Olbers Paradoksu, Alman hekim ve astronom Heinrich Olbers'in 1823 yılında kaleme aldığı makalesinde öne sürülen tezdir. Olbers, bu makalesinde sonsuz statik bir evrende her çizgisel bakış doğrultusunun eninde sonunda bir yıldızın yüzeyinde sonlanacağını çıkarsamaktadır. O halde sonsuz statik bir evren varsayımıyla gece gökyüzüne bakan herhangi bir gözlemci, gökyüzündeki her noktayı bir yıldız kadar parlak görmek zorundadır ama gerçekte böyle değildir. Olbers bu paradoksal durumun, sonsuz statik bir evren varsayımından kaynaklandığını, bu varsayımın hatalı bir varsayım olduğunu ileri sürmüştür.
Bu paradoksun bir çıkışı olarak uzak yıldızlardan gelen ışığın, evrendeki toz halindeki madde tarafından soğurulduğunu, gözlemciye ulaşamadığını öne sürmek olabilir. Oysa Olbers, sonsuzdan beri varolan bir evren varsayımında bu maddenin de giderek ısınacağını ve bir yıldız yüzeyi gibi ışıldayacağını ileri sürmektedir. Bu hipoteze göre evren, sonsuzdan beri var değildir. Yine Olbers'e göre evren, sonlu bir geçmişte varolmuş olmalıdır. Böylece uzak yıldızların ışıkları bize henüz ulaşmamıştır ve aradaki madde henüz yıldız kadar ışık saçacak ölçüde ısınmamıştır.","[1683657, 23479, 28135, 155080, 15272, 23479, 24852, 195859, 1120380, 217709, 336042]"
933,933.0,1534178,Orion Kompleksi,Bilim,0,tr,"Orion Kompleksi, Avcı takımyıldızı yönünde bulunan; parlak bulutsular, karanlık bulutsular ve genç yıldızlardan oluşan büyük bir gruptur. 1.500 ile 1.600 ışık yılı uzaklıkta bulunan bu kompleks, yüzlerce ışık yılı genişliktedir. Bulutsunun bazı parçaları dürbün ve küçük teleskoplarla gözlenebildiği gibi, Orion Bulutsusu gibi bazı parçalar çıplak gözle de gözlemlenebilir.
Bu bulutsu oldukça önemlidir, çünkü büyüklüğü Orion Kuşağı'ndan onun kılıcına doğru birkaç derece boyunca uzanır. Ayrıca gece gökyüzünde görülebilen en aktif yıldız oluşum bölgelerinden birisidir ve ilkel gezegen oluşum diskleri ile genç yıldızlara ev sahipliği yapar. Karmaşık karanlık bulutsular, salma bulutsuları, yansıma bulutsuları ve HII bölgeleri içeren bulutsu, ayrıca yıldız oluşumunda rol oynayan ısı-yoğun işlemler nedeniyle kızılötesi dalga boylarında da oldukça parlaktır.","[59086, 42727, 809142, 28135, 3761, 955734, 23899, 238547, 2562599, 28135, 809142, 821021, 262402, 261755, 375625, 1666217]"
934,934.0,960417,Ozma Projesi,Bilim,0,tr,"Ozma Projesi, 1960'ta Batı Virginia Green Bank´taki Ulusal Radyo Astronomi Gözlemevi´nde astronom Frank Drake tarafından yapılmış ve SETI´ye öncülük etmiş olan deney. Deneyin amacı, uzak gezegen sistemlerindeki olası canlıların izlerini yıldızlar arası radyo dalgalarında aramaktı. Program, kurgusal Oz ülkesinin yöneticisi Prenses Ozma´nın adıyla adlandırılmıştır. Yazar L. Frank Baum, serinin The Emerald City of Oz kitabından sonraki kitaplarında, bu ülkede olan bitenden haberdar olabilmek için radyo dalgalarıyla iletişime geçmiş, bu da projenin adına esin kaynağı olmuştur.Drake 26 metre (85 feet) çaplı bir radyo teleskop kullanarak Tau Ceti ve Epsilon Eridani yıldızlarını 1.420 gigahertz ana frekansı civarında incelemiştir. Bu yıldızların ikisi de Güneş-benzeri yıldızlardır ve bu yüzden yaşanabilir gezegenlere sahip olma ihtimallerinin daha akla yatkın olduğu düşünülmüştür. Ana frekans çevresindeki 400 kilohertz´lik bir bant, 100 hertz dalgaboyundaki tek kanallı bir alıcı kullanılarak taranmıştır. Toplanan bilgi daha sonra incelenmek üzere bir teyp üzerine kaydedilmiştir. 4 ay süren bir çalışmayla yaklaşık 150 saat süren kesintili bilgi toplanmış, ancak bu veride tanımlanabilir bir sinyal belirlenememiştir. 8 Nisan 1960´ta bir sinyal belirlenmiş ancak bunun yüksekte uçan bir hava aracından kaynaklandığı anlaşılmıştır.Alıcı, yıldızlararası hidrojen tarafından doğal biçimde yayımlanan radyasyonun dalgaboyu olan 21 cm civarındaki dalgaboylarını algılamak üzere ayarlanmıştı. Bu dalgaboyunun tanıdık olabileceği, yıldızlararası radyo iletişimine geçmek isteyen herkes için bir çeşit evrensel standart olarak düşünülebileceği düşünülmüştü.Ozma II adı verilmiş ikinci bir deney Benjamin Zuckerman ve Patrick Palmer tarafından aynı gözlemevinde tekrar gerçekleştirilmiştir. Bu deneyde 4 yıl boyunca (1973-76) aralıklı olarak 650 yakın yıldız gözlenmiştir.


== Kaynakça ==","[300287, 1144722, 44066, 956366, 50869, 624125, 187038, 2096244, 2096254, 8967]"
935,935.0,515238,Panspermia,Bilim,0,tr,"Panspermia (Yunanca πάς/πάν (pas/pan, tüm) σπέρμα (sperma, tohum)) hipotezi şudur: Yaşamın kökü olan ""tohumlar"" tüm evrene dağılmış şekilde bulunmaktadır. Dolayısıyla Dünya'da yaşamın kökeni bu yaşam kaynağı olan tohumlardan meydana gelmiş olabilir.
Ekzogenez (Yunanca ἔξω (exo, ""dış"") ve γένεσις (genesis, ""köken"")) daha kısıtlı bir hipotezdir ve Dünya'daki yaşamın evrendeki bir yerden nasıl olduğu belirsiz bir şekilde Dünya'ya aktarıldığını iddia etmektedir. Panspermia terimi daha çok bilindiğinden Exogenesis olarak adlandırılması gereken iddialar için de kullanılmaktadır.","[6267, 69510, 23479, 110188, 6267, 1437713, 176933, 168419, 90737, 85691, 1429790, 23057, 57638, 13115, 13486, 2314, 411574, 16636, 394956, 197454]"
936,936.0,169952,Parsek,Bilim,0,tr,"Parsek (Simgesi: pc; İngilizce: Parsec), gökbilimde kullanılan uzaklık ölçü birimidir. Paralaksı 1 olan bir gökcisminin uzaklığına denktir. 1 Parsek, yaklaşık 3,26 ışık yılına eşdeğerdir.
1 parsek =

360 × 60 × 60/(2π) = 206,264.8062 AU Astronomik birim
30.857 × 1012 km
3.261630751 ışık yılı","[735, 168917, 3761]"
937,937.0,810347,Plütoid,Bilim,0,tr,"Plütoid, plütonsal veya plütonumsu Neptün ötesindeki cüce gezegenler veya bunlarla ve plütoid adını kalıcı olarak almış cisimlerin benzer şekilde olan cisimler için kullanılan terim. Bu terim, İngilizce ""İngilizce: plutoid"" kelimesinden gelmektedir ve ""Plüton'a benzer"" anlamındadır. Uluslararası Astronomi Birliği (UAB) astronomik cisimler için 2006 çözümünde ""gezegen"" kelimesinin tanımlarken bunun bir sonucu olarak bu kategoriyi geliştirmiştir. 11 Haziran 2008'de UAB'nin ""plütoid"" için resmî açıklaması şu şekildedir:

Plütoidler, Güneş'in çevresinde ana ekseninin yarısı Neptün'ünkinden büyük bir yörüngede dönen ve kendi kütle çekiminin rijit cisim kuvvetlerini yenebilmesini sağlayacak yeterlilikte kütle ile hidrostatik dengeyi yakalayarak dairesele bir şekle sahip ve yörüngesinin çevresini temizlememiş gök cisimlerdir. Plütoidlerin uyduları ise kütle çekimlerinin belirlediği bir şekli sağlayacak yeterli kütleye sahip olsalar bile ""plütoid"" olarak sayılamaz.
Bu açıklamaya dayanarak plütoidler, cüce gezegenler ile Neptün ötesi cisimler kümeleri arasında bir kesişim kümesi olarak düşünülebilir. 2008'deki güncelleştirmeden beri sadece Plüton, Eris, Haumea ve Makemake cisimleri plütoid olarak sınıflandırılmıştır. 2007 Nisan'ında, 70'ten fazla cismin de bu sınıflandırmaya aday olabileceği duyurulmuştu.
Bir cüce gezegen olan Ceres'in durumu da 11 Haziran 2008'deki IAU0804 adlı raporda belirtilmiştir. Ceres, Mars ve Jüpiter arasındaki asteroit kuşağında yer aldığından plütoid değildir. Günümüzdeki bilimsel yaklaşım doğrultusunda Ceres, türünün tek örneğidir. Şu anda da Ceres benzeri cüce gezegenler kategorisini oluşturmak düşünülmemektedir.


== Kaynakça ==","[13800, 125619, 1319621, 6234, 1909, 125622, 13246, 13800, 1909, 738763, 789944, 791582, 14292, 1562, 7033]"
938,938.0,3203857,Proje A119,Bilim,0,tr,"Proje A119, 1958'de Amerika Birleşik Devletleri Hava Kuvvetleri tarafından geliştirilen çok gizli bir projeydi. Sovyetler Birliği 4 Ekim 1957'de Sputnik 1'in fırlatılmasıyla Uzay Yarışı'nda erken bir liderliğe yükseldi ve bu da Uzay Yarışı'nın başlangıcı için ilham kaynağı oldu. Sovyetler ilk uydularını fırlattıktan sonra ABD kaybediyordu. Uzay yarışını kaybetmemek için ABD karıştırma moduna geçti ve kendi uydusu Explorer 1'i fırlattı.  1959 yılında çalışmalarına başlanan Proje A-119; aya nükleer bir üs kurmayı, ve gerekirse ayı nükleer bombayla patlatmayı içeriyorduProje, Ocak 1959'da Hava Kuvvetleri tarafından, fırlatmada bir sorun çıkması durumunda nüfus için risk korkusuyla iptal edildi. Proje lideri Leonard Reiffel tarafından belirtilen bir diğer faktör, gelecekteki ay araştırma projelerini ve kolonileşmeyi etkileyecek nükleer serpintinin olası etkileriydi


== Kaynaklar ==",[302311]
939,939.0,261488,Proton-proton zincirleme reaksiyonu,Bilim,0,tr,"proton-proton (pp) zincir reaksiyonu, yıldızların hidrojeni helyuma dönüştürdüğü bilinen iki nükleer füzyon reaksiyonu setinden biridir. Güneş kütlesine eşit veya daha az kütleli yıldızlarda egemendir. Bilinen diğer reaksiyon CNO döngüsüdür. CNO, daha çok güneş kütlesinin yaklaşık 1.3 katından daha büyük kütlelere sahip yıldızlarda hakim olabilen reaksiyonlardır.Genel olarak, proton-proton füzyonu ancak protonların kinetik enerjisi (yani sıcaklığı), karşılıklı elektrostatik veya Coulomb kuvvetlerini  aşacak kadar yüksek olduğunda gerçekleşebilir.Güneş'te döteryum üreten olaylar nadirdir. Diprotonlar (He-2, yani 2 protonlu ve nötronuz molekül) yıldızdaki proton-proton reaksiyonlarının en yaygın sonucudur ve diprotonlar çoğunlukla iki protona bozunurlar. Hidrojenin helyuma dönüşümü yavaş olduğu için, Güneş'in çekirdeğindeki hidrojenin tamamen dönüşümü on milyar yıldan fazla sürer.Genellikle ""proton-proton zincir reaksiyonu"" olarak adlandırılmasına rağmen, normalde bu bir zincir reaksiyonu değildir (en azından Kol I değildir - Şube II ve III'deki  helyumda üründür ve aynı zamanda katalizör görevi görür ). Reaksiyon devam etmesi için reaksiyonu indükleyen (fisyon sırasında gönderilen nötronlar gibi) partiküller üretmez. Aslında, hız kendi kendini sınırlar çünkü üretilen ısı yoğunluğu azaltma eğilimindedir. Bununla birlikte, bu bir zincir (bozunma zinciri gibi) ve bir reaksiyondur veya daha kesin olarak bir araya gelen ve döteryum veren iki protonla başlayan dallı bir reaksiyonlar zinciridir.",[2718166]
940,940.0,317273,Radar astronomisi,Bilim,0,tr,"Radar astronomisi gökcisimlerini, üzerlerine yüksek frekanslı radyo dalgaları göndererek inceleyen astronomi dalıdır. Meteorlar, Ay ve iç gezegenler gibi yakın gökcisimlerine gönderilen ve yansıyarak geri dönen radyo sinyallerinin ölçümüyle gökcisminin yüzey biçimleri konusunda bilgi edinilir.","[735, 8773, 4605, 13007]"
