,text,category,label,language
60,"Entertainment is a form of activity that holds the attention and interest of an audience or gives pleasure and delight. It can be an idea or a task, but is more likely to be one of the activities or events that have developed over thousands of years specifically for the purpose of keeping an audience's attention.
Although people's attention is held by different things because individuals have different preferences, most forms of entertainment are recognisable and familiar. Storytelling, music, drama, dance, and different kinds of performance exist in all cultures, were supported in royal courts, developed into sophisticated forms and over time became available to all citizens. The process has been accelerated in modern times by an entertainment industry that records and sells entertainment products. Entertainment evolves and can be adapted to suit any scale, ranging from an individual who chooses a private entertainment from a now enormous array of pre-recorded products; to a banquet adapted for two; to any size or type of party, with appropriate music and dance; to performances intended for thousands; and even for a global audience.
The experience of being entertained has come to be strongly associated with amusement, so that one common understanding of the idea is fun and laughter, although many entertainments have a serious purpose. This may be the case in the various forms of ceremony, celebration, religious festival, or satire for example. Hence, there is the possibility that what appears as entertainment may also be a means of achieving insight or intellectual growth.
An important aspect of entertainment is the audience, which turns a private recreation or leisure activity into entertainment. The audience may have a passive role, as in the case of persons watching a play, opera, television show, or film; or the audience role may be active, as in the case of games, where the participant/audience roles may be routinely reversed. Entertainment can be public or private, involving formal, scripted performance, as in the case of theatre or concerts; or unscripted and spontaneous, as in the case of children's games. Most forms of entertainment have persisted over many centuries, evolving due to changes in culture, technology, and fashion for example with stage magic. Films and video games, for example, although they use newer media, continue to tell stories, present drama, and play music. Festivals devoted to music, film, or dance allow audiences to be entertained over a number of consecutive days.
Some entertainment, such as public executions, are now illegal in most countries. Activities such as fencing or archery, once used in hunting or war, have become spectator sports. In the same way, other activities, such as cooking, have developed into performances among professionals, staged as global competitions and then broadcast for entertainment. What is entertainment for one group or individual may be regarded as work or an act of cruelty by another.
The familiar forms of entertainment have the capacity to cross over different media and have demonstrated a seemingly unlimited potential for creative remix. This has ensured the continuity and longevity of many themes, images, and structures.",Entertainment,6,en
61,"The following outline provides an overview of and topical guide to entertainment and the entertainment industry:
Entertainment is any activity which provides a diversion or permits people to amuse themselves in their leisure time, and may also provide fun, enjoyment, and laughter. People may create their own entertainment, such as when they spontaneously invent a  game; participate actively in an activity they find entertaining, such as when they play sport as a hobby; or consume an entertainment product passively, such as when they attend a performance.
The entertainment industry (informally known as show business or show biz) is part of the tertiary sector of the economy and includes many sub-industries devoted to entertainment. However, the term is often used in the mass media to describe the mass media companies that control the distribution and manufacture of mass media entertainment. In the popular parlance, the term show biz in particular connotes the commercially popular performing arts, especially musical theatre, vaudeville, comedy, film, fun, and music. It applies to every aspect of entertainment including cinema, television, radio, theatre, and music.",Entertainment,6,en
62,"5.1 surround sound (""five-point one"") is the common name for surround sound audio systems. 5.1 is the most commonly used layout in home theatres. It uses five full bandwidth channels and one low-frequency effects channel (the ""point one""). Dolby Digital, Dolby Pro Logic II, DTS, SDDS, and THX are all common 5.1 systems. 5.1 is also the standard surround sound audio component of digital broadcast and music.All 5.1 systems use the same speaker channels and configuration, having a front left and right, a center channel, two surround channels (left and right) and the low-frequency effects channel designed for a subwoofer.",Entertainment,6,en
63,"British Entertainment in the 16th century included art, fencing, painting, the stocks and even executions.
While the 16th century and early 17th century squarely fall into the Renaissance period in Europe, that period was not only one of scientific and cultural advance, but also involved the development of changing forms of entertainment – both for the masses and for the elite.
Despite the great breadth of advancements in the arts during this time, the economic conditions of this period affected the types of entertainment available. There were three classes in society: A wealthy nobility, a merchant class,  and the peasantry, who were typically poor.",Entertainment,6,en
64,"Huzaifah Ibrahim Mohammed Umar (born May 9, 1997), better known as: Al Kor, or KR, is an African hip-hop singer who was born and raised in Saudi Arabia.",Entertainment,6,en
65,"Ancillary markets are non-theatrical markets for feature films, like home video, television, Pay Per View, VOD, Internet streaming, airlines and others.",Entertainment,6,en
66,"A ball pit (originally called a ball crawl, also known as a ball pool or ball pond) is a padded box or pool filled with small colorful hollow plastic balls generally no larger than 3 inches (7.6 cm) in diameter. They are typically marketed as recreation and exercise for children.

They are often found at nurseries, carnivals, amusement parks, fun centers, fast-food restaurants, and large video arcades, frequently incorporated into larger play structures such as mazes, slides and jungle gyms. They may be rented for parties, and smaller versions are sold for home use.",Entertainment,6,en
67,A Bioscope show was a music hall and fairground attraction consisting of a travelling cinema. The heyday of the Bioscope was from the late 1890s until World War I.,Entertainment,6,en
68,"A burlesque is a literary, dramatic or musical work intended to cause laughter by caricaturing the manner or spirit of serious works, or by ludicrous treatment of their subjects. The word derives from the Italian burlesco, which, in turn, is derived from the Italian burla – a joke, ridicule or mockery.Burlesque overlaps in meaning with caricature, parody and travesty, and, in its theatrical sense, with extravaganza, as presented during the Victorian era. ""Burlesque"" has been used in English in this literary and theatrical sense since the late 17th century. It has been applied retrospectively to works of Chaucer and Shakespeare and to the Graeco-Roman classics. Contrasting examples of literary burlesque are Alexander Pope's The Rape of the Lock and Samuel Butler's Hudibras. An example of musical burlesque is Richard Strauss's 1890 Burleske for piano and orchestra. Examples of theatrical burlesques include W. S. Gilbert's Robert the Devil and the A. C. Torr – Meyer Lutz shows, including Ruy Blas and the Blasé Roué.
A later use of the term, particularly in the United States, refers to performances in a variety show format. These were popular from the 1860s to the 1940s, often in cabarets and clubs, as well as theatres, and featured bawdy comedy and female striptease. Some Hollywood films attempted to recreate the spirit of these performances from the 1930s to the 1960s, or included burlesque-style scenes within dramatic films, such as 1972's Cabaret and 1979's All That Jazz, among others. There has been a resurgence of interest in this format since the 1990s.",Entertainment,6,en
69,"Calligraphic projection is a system for displaying or projecting an image composed of a beam of light or electrons directly tracing the image, as opposed to sweeping in raster order over the entire display surface, as in a standard pixel-based display. Calligraphic projection is presently often used for laser lighting displays, whereby one or more laser beams draws an image on a screen by reflecting the laser beam from one or more mirrors attached to a deflecting mechanism.
Analog oscilloscopes have customarily employed this kind of vector graphics, as did a number of CRT-based vector monitor computer graphics terminals in the 1970s and 1980s, such as the Tektronix 4014 and the Evans & Sutherland Picture System.
Calligraphic projection is sometimes called Lissajous projection, after the mathematical figure (and mathematician).",Entertainment,6,en
